request_id,concurrency,success,status_code,ttft_ms,total_latency_ms,streamed_chunks,output_text,prompt_tokens,completion_tokens,total_tokens,error,tpot_ms
32,8,True,200,38.945308,866.69461,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.517711039370079
33,8,True,200,46.686499,882.0494,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.577660637795275
34,8,True,200,55.210473,882.856273,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.516896062992126
35,8,True,200,55.094459,882.9546,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.518583787401575
36,8,True,200,57.068459,887.255938,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.536909283464567
37,8,True,200,53.984001,882.000477,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.519814771653543
38,8,True,200,53.358302,881.523641,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.520986921259842
39,8,True,200,53.354389,881.309842,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.519334275590551
40,8,True,200,53.290533,881.076501,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.517999748031496
41,8,True,200,44.850389,876.312549,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.546946141732284
42,8,True,200,51.105347,875.302221,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.48973916535433
43,8,True,200,50.503414,874.442413,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.487708653543307
44,8,True,200,49.943824,874.031541,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.4888796614173225
45,8,True,200,53.269992,879.247311,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.503758417322834
46,8,True,200,53.393536,879.274946,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.503003228346456
47,8,True,200,52.971024,878.900143,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.503378889763779
48,8,True,200,49.863108,875.341045,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,6.499826275590551
49,8,True,200,41.634989,766.197529,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,5.705216850393701
50,8,True,200,37.121491,764.350519,130,"VLLM stands for Vision Language Large Model, which is a type of large language model designed to understand and generate human-like text in multiple languages. It leverages the power of deep learning techniques to learn from vast amounts of textual data, including books, articles, and other written materials. VLLM can be trained on various datasets such as Wikipedia, academic papers, and news articles, allowing it to produce coherent and contextually appropriate responses that are tailored to specific topics or contexts. This makes it particularly useful for tasks like summarization, translation, and question-answering, where understanding the nuances of different languages is crucial. V",41,128,169,,5.726212818897638
